,Open,High,Low,Close,Volume,MA5,MA20,MA60,AlexanderFilter,RS,RSI,Money Flow Index,%B,10 days Volatility,30 days Volatility,Chaikin Oscilator,MACD,Accumulation and Distribution Oscillator,%K,William %R
59,0.1668496158068057,0.1641304347826087,0.10626398210290827,0.1764069264069264,0.23561504969893754,0.059880239520958084,0.14508985067071628,0.30317999370145765,0.23397899812229184,0.014177929432069926,0.25104919520391156,0.452210648018085,0.4318592685406346,0.9282904764115965,1.0,0.2703840271738697,0.0,0.5537531660585672,0.5777777778000001,0.42222222200000004
60,0.20636663007683864,0.19782608695652174,0.18008948545861297,0.1829004329004329,0.27139506556434634,0.11031782588668816,0.1354087572766388,0.29764647214974754,0.1914566732430403,0.01727089572434532,0.29058475645281595,0.5141226898341716,0.445771588363784,0.9175312391768008,0.9795165831650497,0.3399444515974295,0.010994653729734594,0.5091781804901679,0.6997084548,0.300291545
61,0.18441273326015367,0.20652173913043478,0.16666666666666666,0.17316017316017315,0.22435903606358598,0.15545831414094888,0.12515818780055682,0.2913767307771748,0.20188531950844885,0.022862417754172682,0.35288814245047506,0.5132291530908817,0.4445298497185349,0.9715438682266926,0.9627364328870714,0.4002686116492567,0.022351768490661367,0.4708885330837698,0.6854599407,0.314540059
62,0.16465422612513722,0.14565217391304347,0.15212527964205816,0.15800865800865802,0.1987824947763607,0.16144633809304468,0.11667932169071121,0.285083240194259,0.29061840637971176,0.018563919590116242,0.3059691809529265,0.45156506076685915,0.4361006953410697,1.0,0.9416133547543495,0.39762375299249764,0.05424834630356893,0.4661847627411937,0.6555891239,0.34441087600000003
63,0.16245883644346873,0.15869565217391304,0.15324384787472037,0.1764069264069264,0.1575685685011197,0.16075541225241824,0.10623892685396102,0.27916973412694607,0.5358078044822001,0.021700054611668067,0.34079879917209577,0.4979458988656095,0.4653061423132649,0.9662154506955498,0.9156229453299308,0.43411452185972493,0.12103180597859939,0.4902804273600153,0.7452229298999999,0.25477707
64,0.1756311745334797,0.20434782608695654,0.18232662192393737,0.22835497835497837,0.10656381976680973,0.17181022570244128,0.09731713490255632,0.2746811692806724,0.7162560635376537,0.03465730454761429,0.4555651272259379,0.5456646281821177,0.5373303863382737,0.96564492202309,0.8831323778818859,0.5323613926148034,0.20756939623576093,0.5186813900818104,0.8980891719999999,0.10191082800000001
65,0.22283205268935236,0.2826086956521739,0.20134228187919462,0.21103896103896103,0.21855508006319022,0.17779824965453708,0.08744621614781069,0.2695276319595766,0.88538002621921,0.05006985574127255,0.5512681123222649,0.6288332096079898,0.534785228636738,0.724225128592475,0.8544521194728599,0.5731495735532685,0.31422357810624585,0.47848887125732326,0.7492957746000001,0.250704225
66,0.2052689352360044,0.18695652173913044,0.1789709172259508,0.2067099567099567,0.15063396147454566,0.1849378166743436,0.08029612756264237,0.26435034542813773,0.8216362690801927,0.05657640983196053,0.582936979580563,0.6453049954508032,0.5438548946218866,0.2353302357110053,0.8210379826870238,0.5798627256814487,0.4086446975117163,0.5075121647339157,0.7380281690000001,0.261971831
67,0.19319429198682767,0.19456521739130433,0.18344519015659955,0.19805194805194806,0.12520496501767303,0.19345923537540305,0.07789167299417869,0.2588880709374796,1.0,0.09112904103998003,0.7003234179334026,0.7331804299323257,0.5359193680437566,0.16452364339673425,0.790682507257346,0.5828784709947438,0.5253269701453382,0.5066382345334907,0.7154929577,0.284507042
68,0.1800219538968167,0.17717391304347826,0.1789709172259508,0.1774891774891775,0.07478092748731785,0.1936895439889452,0.07251328777524678,0.2523808391714079,0.9002869963730397,0.07240843117663495,0.6453121942033181,0.6626393096366822,0.5156634779702911,0.16576508208402,0.7568445849322905,0.6062273726439916,0.6248829552808198,0.49116956072646506,0.6460176991000001,0.353982301
